BTC_PRICE,COUNT,LAST,MEAN,MEDIAN,RATE,SUM,Timestamp
9891.86,2591,-0.05,0.27,0.29,1.62,704.3,5/8/2020 22:59
9811.58,3022,0.38,0.25,0.29,1.51,744.67,5/8/2020 23:59
9882.01,2767,0.57,0.27,0.29,1.61,746.86,5/9/2020 0:59
9858,2449,-0.06,0.29,0.29,1.53,703.59,5/9/2020 1:59
9852.72,1918,0.38,0.25,0.29,1.04,487.7,5/9/2020 2:59
9870.18,1820,0.18,0.29,0.29,1,520.28,5/9/2020 3:59
9830.37,2217,0.26,0.29,0.33,1.2,644.63,5/9/2020 4:59
9836.06,2344,0.34,0.29,0.29,1.29,673.42,5/9/2020 5:59
9711.45,2388,0.38,0.31,0.34,1.56,731.99,5/9/2020 6:59
9611.88,2642,0.38,0.26,0.29,1.61,681.25,5/9/2020 7:59
9675.76,2637,-0.04,0.28,0.3,1.62,734.72,5/9/2020 8:59
9695,2718,0.6,0.3,0.35,1.49,806.19,5/9/2020 9:59
9639.27,2847,0.03,0.31,0.35,1.96,875.5,5/9/2020 10:59
9636.65,3114,-0.1,0.3,0.35,1.65,922.57,5/9/2020 11:59
9673.22,2697,0.34,0.31,0.34,1.7,841.56,5/9/2020 12:59
9719.41,3353,0.92,0.32,0.35,2,1075.81,5/9/2020 13:59
9709.01,3256,0.61,0.28,0.29,1.92,903.14,5/9/2020 14:59
9689.71,3193,0.38,0.3,0.3,0,951.97,5/9/2020 15:59
9766.04,3148,0.52,0.26,0.26,1.89,805.21,5/9/2020 16:59
9783.89,3111,0.47,0.28,0.3,1.95,876.87,5/9/2020 17:59
9744.45,2951,0.29,0.25,0.28,1.6,746.19,5/9/2020 18:59
9746.11,3037,0.39,0.21,0.26,1.73,648.27,5/9/2020 19:59
9647.85,2902,0.2,0.25,0.26,2.18,721.2,5/9/2020 20:59
9603.93,2451,0.01,0.24,0.27,0,591.47,5/9/2020 21:59
9606.51,2962,-0.07,0.25,0.27,1.72,736.6,5/9/2020 22:59
9541.03,2078,0.18,0.26,0.31,1.67,546.41,5/9/2020 23:59
8738.83,3643,0.21,0.13,0.16,2.04,483.08,5/10/2020 0:59
8724.86,2712,0.48,0.17,0.21,0,472.8,5/10/2020 1:59
8668.04,2333,-0.05,0.18,0.21,1.36,409.05,5/10/2020 2:59
8638,2306,0.46,0.2,0.24,1.2,466.77,5/10/2020 3:59
8568.86,1989,0.26,0.19,0.23,1.23,387.8,5/10/2020 4:59
8631.06,2356,0.35,0.23,0.26,1.38,532.18,5/10/2020 5:59
8608.85,2478,-0.15,0.23,0.28,1.42,565.34,5/10/2020 6:59
8822.88,2421,0.17,0.21,0.25,1.65,502.02,5/10/2020 7:59
8821.66,2346,0.42,0.23,0.26,1.61,551.26,5/10/2020 8:59
8786.74,2713,0.51,0.25,0.29,1.59,684.23,5/10/2020 9:59
8820.17,3052,0.33,0.27,0.3,1.99,824.77,5/10/2020 10:59
8740.65,3314,-0.32,0.19,0.28,1.91,615.95,5/10/2020 11:59
8722.97,2967,0.77,0.22,0.27,1.8,657.81,5/10/2020 12:59
8781.99,3781,-0.27,0.24,0.29,2.09,898.32,5/10/2020 13:59
8664.65,3272,0.29,0.23,0.25,2,762.88,5/10/2020 14:59
8659.03,3488,-0.18,0.2,0.27,2.24,698.83,5/10/2020 15:59
8357.65,3664,0.38,0.21,0.25,2.33,770.95,5/10/2020 16:59
8520.13,3416,0.02,0.21,0.27,1.98,703.78,5/10/2020 17:59
8498.19,2968,0.22,0.2,0.24,1.56,590.56,5/10/2020 18:59
8520.76,2983,0.51,0.22,0.27,1.71,663.71,5/10/2020 19:59
8697.88,2208,0.21,0.2,0.22,1.31,431.77,5/10/2020 20:59
8725.58,2205,-0.29,0.19,0.22,0,426.83,5/10/2020 21:59
8786.52,1993,0.07,0.22,0.24,1.36,434.4,5/10/2020 22:59
8755.49,2235,-0.57,0.22,0.24,1.4,492.58,5/10/2020 23:59
8775,1860,-0.31,0.19,0.21,1.13,358.28,5/11/2020 0:59
8720.56,1995,0.6,0.18,0.18,1.23,364.43,5/11/2020 1:59
8757.34,1846,0.32,0.2,0.2,1.27,375.17,5/11/2020 2:59
8702.87,1828,0.38,0.22,0.2,1.41,402.88,5/11/2020 3:59
8642.31,2104,0.41,0.22,0.23,1.23,472.92,5/11/2020 5:00
8699.93,2031,0.44,0.23,0.27,1.14,472.8,5/11/2020 6:00
8688.54,2586,0.18,0.28,0.29,1.54,733.48,5/11/2020 6:59
8669.35,2576,-0.69,0.23,0.24,1.68,592.38,5/11/2020 7:59
8641.44,3399,0.36,0.26,0.33,0,883.13,5/11/2020 8:59
8485.99,3407,-0.14,0.26,0.33,2.01,884.59,5/11/2020 9:59
8801.2,3136,0.09,0.28,0.33,1.81,885.64,5/11/2020 10:59
8929.45,3515,0.24,0.25,0.25,2.5,879.9,5/11/2020 11:59
8909.64,5077,0.11,0.26,0.25,3.5,1328.46,5/11/2020 12:59
8851.39,4995,-0.11,0.27,0.28,2.55,1330.98,5/11/2020 13:59
8870.5,4473,0.25,0.23,0.25,3.96,1017.98,5/11/2020 14:59
8892.42,4816,0.38,0.26,0.31,3.09,1266.09,5/11/2020 15:59
8630.89,6188,0.12,0.3,0.36,4.17,1838.1,5/11/2020 16:59
8517.41,5613,0.09,0.23,0.22,3.7,1275.21,5/11/2020 17:59
8589.73,6006,0.38,0.24,0.24,3.47,1454.78,5/11/2020 18:59
8758.44,11077,0.38,0.18,0.17,0,1954.55,5/11/2020 19:59
8637.86,5642,0.54,0.18,0.2,3.22,1040.7,5/11/2020 20:59
8584.95,5261,-0.15,0.23,0.27,3.47,1230.14,5/11/2020 21:58
8587.2,4128,0.24,0.24,0.26,2.45,988.75,5/11/2020 22:58
8620.79,3888,0.37,0.25,0.27,2.55,973.4,5/11/2020 23:58
8618.2,3271,0.21,0.23,0.26,1.86,739.25,5/12/2020 0:59
8621.04,2692,0.59,0.22,0.26,1.67,601.04,5/12/2020 1:59
8640.05,2923,0.47,0.25,0.27,1.72,718.26,5/12/2020 2:59
8723.46,2530,0.19,0.24,0.26,1.54,604.69,5/12/2020 3:59
8706.49,2500,0.35,0.24,0.27,1.56,603.73,5/12/2020 4:59
8735.2,2486,-0.22,0.26,0.3,1.41,653.91,5/12/2020 5:59
8698.73,4432,0.29,0.38,0.38,3.02,1700.38,5/12/2020 6:59
8658.36,3974,0.45,0.32,0.33,2.72,1253.64,5/12/2020 7:59
8749.99,3613,0.38,0.34,0.34,2.49,1217,5/12/2020 8:59
8790.99,3314,0.25,0.34,0.35,1.83,1140.73,5/12/2020 9:59
8787.53,3058,-0.22,0.32,0.33,1.95,971.47,5/12/2020 10:59
8805.17,3779,-0.22,0.35,0.36,2.87,1337.1,5/12/2020 11:59
8769.65,3899,-0.29,0.28,0.33,2.41,1100.72,5/12/2020 12:59
8742.37,3674,0.06,0.26,0.31,2.33,959.28,5/12/2020 13:59
8889.49,4125,-0.7,0.29,0.33,2.62,1183.56,5/12/2020 14:59
8877.56,3981,0.42,0.26,0.27,2.36,1026.11,5/12/2020 15:59
8930.43,4288,-0.01,0.27,0.27,2.4,1174.78,5/12/2020 16:59
8883.37,3890,0.33,0.24,0.27,2.66,940.4,5/12/2020 17:59
8905.12,3738,0.83,0.24,0.23,2.36,912.38,5/12/2020 19:00
8815.17,2950,0.29,0.27,0.29,1.99,806.94,5/12/2020 19:59
8827.89,2984,0.34,0.24,0.25,1.82,706.35,5/12/2020 20:59
8738.94,2635,-0.15,0.23,0.24,0,596.18,5/12/2020 21:59
8822.53,2804,0.53,0.23,0.27,1.74,645.16,5/12/2020 22:59
8822.43,2152,-0.19,0.22,0.27,1.28,476.53,5/12/2020 23:59
8941.17,2173,0.2,0.19,0.16,1.12,410.71,5/13/2020 0:59
8950,2099,-0.41,0.19,0.23,1.33,398.82,5/13/2020 1:59
8942.76,2161,-0.26,0.19,0.22,1.27,419.78,5/13/2020 2:59
8908,2001,0.75,0.25,0.26,1.15,497.13,5/13/2020 3:59
8935.53,2341,0.64,0.25,0.26,1.44,596.47,5/13/2020 4:59
8886.25,2587,0.35,0.26,0.26,1.45,667.45,5/13/2020 5:59
8916.7,2492,0.75,0.27,0.26,1.6,685.11,5/13/2020 6:59
8878.05,2994,0.25,0.29,0.28,1.82,856.93,5/13/2020 7:59
8914.86,3347,0.4,0.31,0.33,2.44,1044.19,5/13/2020 8:59
8921.24,2916,-0.04,0.26,0.32,1.42,771.69,5/13/2020 9:59
8958.48,2765,0.16,0.27,0.33,1.57,742.88,5/13/2020 10:59
9047.49,2938,0.29,0.24,0.27,1.65,718.43,5/13/2020 11:59
9100.91,3677,-0.04,0.21,0.25,2.14,769.73,5/13/2020 12:59
9088,3513,0.61,0.26,0.27,2.13,921.63,5/13/2020 13:59
9083.96,4178,0.39,0.28,0.33,2.56,1177.91,5/13/2020 14:58
9145.8,3742,0.63,0.26,0.33,2.48,987.02,5/13/2020 15:59
9122.93,3555,0.28,0.27,0.3,1.98,965.7,5/13/2020 16:59
9099.76,3460,0.16,0.27,0.33,2,926.23,5/13/2020 17:59
9089.27,4051,0.33,0.32,0.34,2.21,1300.41,5/13/2020 18:59
9167.43,3370,0.17,0.27,0.26,2.21,899.62,5/13/2020 19:59
9305.84,3236,0.09,0.24,0.26,1.95,778.62,5/13/2020 20:59
9370.52,2815,0.5,0.24,0.26,1.69,675.78,5/13/2020 21:59
9329.47,2579,0.24,0.24,0.26,1.64,622.12,5/13/2020 22:59
9320.1,2223,0.49,0.25,0.26,1.39,555.43,5/13/2020 23:59
9313.38,2186,0.31,0.25,0.25,1.32,537.84,5/14/2020 0:59
9278.19,2056,0.4,0.24,0.25,1.11,486.08,5/14/2020 1:59
9342.81,2277,-0.06,0.26,0.27,1.24,593.44,5/14/2020 2:59
9354.99,1048,0.26,0.29,0.27,0.22,303.42,5/14/2020 3:59
9319.83,1880,0.12,0.25,0.26,1.05,464.91,5/14/2020 4:59
9438.64,2183,0.23,0.25,0.26,1.28,548.05,5/14/2020 5:59
9448.21,2795,0.41,0.26,0.27,2.11,719.08,5/14/2020 6:59
9518.2,2806,0.12,0.26,0.27,1.66,732.57,5/14/2020 7:59
9616.41,2790,-0.12,0.25,0.27,1.64,699.71,5/14/2020 8:59
9810.01,2860,0.26,0.23,0.26,1.94,669.12,5/14/2020 10:00
9655.56,3055,-0.3,0.26,0.29,1.86,794.06,5/14/2020 10:59
9679.57,2987,0.06,0.26,0.27,1.89,788.04,5/14/2020 11:59
9577,3606,0.39,0.26,0.3,2.12,929.32,5/14/2020 12:59
9627.41,3701,0.03,0.26,0.29,2.63,965.29,5/14/2020 13:59
9708.38,3734,0.25,0.26,0.25,2.38,971.52,5/14/2020 14:59
9755.26,3352,0.38,0.26,0.27,1.96,870.29,5/14/2020 15:59
9669.42,3225,0.22,0.27,0.26,1.72,879.36,5/14/2020 16:59
9623.6,2852,-0.13,0.22,0.24,1.63,628.75,5/14/2020 17:59
9680.61,3088,0.1,0.27,0.29,2.26,838.35,5/14/2020 18:59
9660.32,2549,0.26,0.25,0.27,1.64,626.65,5/14/2020 19:59
9660.52,2708,0.16,0.25,0.25,1.49,666.92,5/14/2020 20:59
9781.13,2718,-0.21,0.29,0.31,1.84,796.3,5/14/2020 21:59
9760.14,2429,0.12,0.23,0.21,1.39,550.62,5/14/2020 22:59
9795.33,2195,0.18,0.24,0.25,1.23,518.02,5/14/2020 23:59
9765.01,1979,-0.38,0.22,0.25,1.02,444.67,5/15/2020 0:59
9736.99,1805,0.16,0.24,0.25,1.06,438.47,5/15/2020 1:59
9502.51,2073,0.58,0.21,0.2,1.09,426.58,5/15/2020 2:59
9482.43,1849,0.09,0.24,0.24,1,443.96,5/15/2020 3:59
9445.3,1792,-0.1,0.22,0.24,0.89,392.77,5/15/2020 4:59
9504.78,1927,-0.15,0.25,0.3,1.23,478.11,5/15/2020 5:59
9542.9,2329,0.59,0.31,0.33,1.33,723.68,5/15/2020 6:59
9668.35,2374,0.04,0.29,0.31,1.25,684.68,5/15/2020 7:59
9614.92,2550,0.51,0.27,0.29,1.45,694.64,5/15/2020 8:59
9614.81,2496,0.46,0.27,0.29,1.29,681.36,5/15/2020 9:59
9589.92,2805,0.82,0.29,0.33,1.76,815.48,5/15/2020 10:59
9592.72,2329,0.43,0.28,0.28,1.79,656.08,5/15/2020 11:59
9528.01,2771,0.33,0.27,0.32,1.68,749.62,5/15/2020 12:59
9538.44,2681,-0.16,0.28,0.33,1.34,752.06,5/15/2020 13:59
9562.01,2986,-0.07,0.27,0.29,2.65,808.14,5/15/2020 14:59
9471.8,2854,0.23,0.25,0.26,1.62,720.1,5/15/2020 15:59
9468.02,2806,0.05,0.25,0.27,1.63,705.36,5/15/2020 16:59
9473.59,3023,0.16,0.23,0.23,2.12,685.41,5/15/2020 17:59
9492.06,3449,0.16,0.22,0.18,1.83,741.88,5/15/2020 18:59
9341.57,2935,0.51,0.22,0.2,0,639.2,5/15/2020 19:59
9244.3,3396,0.26,0.21,0.22,2.27,703.7,5/15/2020 20:59
9413.43,3661,0.22,0.23,0.25,2.61,825.13,5/15/2020 21:59
9355.77,4178,0.26,0.24,0.23,2.04,994.56,5/15/2020 22:59
9312.1,3022,-0.05,0.25,0.24,1.8,757.28,5/15/2020 23:59
9385.01,2558,-0.37,0.23,0.24,1.49,595.94,5/16/2020 0:59
9415.07,2501,-0.79,0.22,0.23,1.41,560.39,5/16/2020 1:58
9430.22,3445,0.59,0.17,0.17,1.94,579.26,5/16/2020 2:59
9412.17,2536,0.3,0.19,0.17,1.33,484.75,5/16/2020 3:59
9499.99,2439,0.77,0.28,0.25,1.58,689.34,5/16/2020 4:59
9464.26,2957,-0.04,0.26,0.25,1.38,771.66,5/16/2020 5:59
9469.86,2577,0.34,0.28,0.25,1.72,714.31,5/16/2020 6:59
9394.19,3819,0.34,0.35,0.35,2.76,1346.12,5/16/2020 7:59
9419.18,2973,0.57,0.27,0.3,1.77,791.04,5/16/2020 8:58
9414.32,2504,0.23,0.23,0.25,1.73,584.4,5/16/2020 9:59
9453.58,3249,0.17,0.25,0.28,1.95,820.37,5/16/2020 10:59
9408.69,3683,0.26,0.26,0.26,1.94,941.94,5/16/2020 11:59
9471.78,3259,0.17,0.24,0.26,0,786.77,5/16/2020 12:59
9454.72,4191,0.41,0.28,0.25,2.41,1156.03,5/16/2020 13:59
9430.44,4244,0.46,0.19,0.17,2.51,804.24,5/16/2020 14:59
9383.39,4325,0.25,0.21,0.22,3.91,915.05,5/16/2020 15:59
9382.88,3828,0.17,0.24,0.23,2.41,925.87,5/16/2020 16:59
9317.89,3392,-0.36,0.25,0.24,1.73,856.54,5/16/2020 17:59
9281.28,3181,-0.59,0.23,0.24,1.93,735.14,5/16/2020 18:59
9332.6,2860,0.34,0.22,0.23,1.56,643.34,5/16/2020 19:59
9379.65,2677,0.7,0.23,0.24,1.53,611.27,5/16/2020 20:59
9384.73,2648,0.7,0.21,0.23,0,560.7,5/16/2020 21:59
9414.69,2130,0.43,0.21,0.22,1.08,455,5/16/2020 22:59
9385.07,2097,0.5,0.2,0.2,1.24,424.39,5/16/2020 23:59
9481.25,1809,0.36,0.19,0.2,0,349.75,5/17/2020 0:59
9475,1777,0.75,0.19,0.18,1.02,334.93,5/17/2020 1:59
9514.99,1672,0.05,0.16,0.18,0.99,270.93,5/17/2020 2:59
9538.31,1752,0.27,0.19,0.18,1.03,332.27,5/17/2020 3:59
9506.92,1591,0.29,0.21,0.24,0.82,341.68,5/17/2020 4:59
9495.01,2242,0.61,0.21,0.18,1.41,461.76,5/17/2020 5:59
9540.55,2371,-0.08,0.25,0.25,1.39,586.49,5/17/2020 6:59
9538.87,2063,-0.46,0.26,0.27,1.21,536.79,5/17/2020 7:59
9489.89,2291,0.17,0.26,0.29,1.53,587.73,5/17/2020 8:59
9486.74,2702,0.34,0.26,0.32,1.28,699.47,5/17/2020 9:59
9532.45,2268,-0.17,0.27,0.3,1.48,606.11,5/17/2020 10:59
9524.03,2433,0.46,0.25,0.29,1.51,603.79,5/17/2020 11:59
9745,3182,0.28,0.17,0.2,1.9,545.05,5/17/2020 12:59
9749.02,2834,0.47,0.22,0.26,1.53,611.7,5/17/2020 14:00
9814.21,2913,-0.51,0.25,0.28,1.94,730.48,5/17/2020 14:59
9824.61,3273,0.53,0.27,0.3,1.85,884.16,5/17/2020 15:59
9737.04,3180,0.34,0.26,0.28,2.01,829.28,5/17/2020 16:59
9764.99,3001,0.32,0.23,0.28,2.48,683.9,5/17/2020 17:59
9755.01,2479,0.28,0.26,0.29,1.48,648.76,5/17/2020 18:59
9770.05,2372,0.09,0.21,0.25,0.84,506.06,5/17/2020 19:59
9751.7,1945,0.26,0.21,0.26,1.29,413.75,5/17/2020 20:59
9764.96,2365,0.41,0.21,0.25,1.47,503.74,5/17/2020 21:59
9691.01,2214,0.19,0.24,0.26,1.28,531.61,5/17/2020 22:59
9676.06,1944,0.33,0.22,0.25,1.19,431.59,5/17/2020 23:59
9774.88,1921,-0.14,0.2,0.24,1.23,380,5/18/2020 0:59
9896.38,2369,0.8,0.2,0.23,1.55,478.06,5/18/2020 1:59
9865.85,2003,-0.1,0.22,0.24,1.11,445,5/18/2020 2:59
9861.2,2515,0.59,0.32,0.37,1.43,815.59,5/18/2020 3:59
9875.38,2375,0.59,0.32,0.36,1.27,748.84,5/18/2020 4:59
9855.26,2273,0.22,0.28,0.29,1.44,626.81,5/18/2020 5:59
9773.21,2724,0.28,0.28,0.32,1.83,762.09,5/18/2020 6:59
9767.99,2675,-0.08,0.25,0.28,1.56,664.22,5/18/2020 7:59
9578.24,3242,0.5,0.28,0.29,1.92,894.36,5/18/2020 8:59
9570.02,2688,0.23,0.28,0.34,1.52,759.67,5/18/2020 9:59
9626.4,2567,-0.17,0.28,0.34,1.57,726,5/18/2020 10:59
9635,3081,0.53,0.28,0.34,1.72,851.94,5/18/2020 11:59
9665.97,3154,0.53,0.28,0.33,1.9,889.83,5/18/2020 12:59
9658.55,4042,-0.06,0.27,0.29,2.2,1095.43,5/18/2020 13:59
9707.31,3597,0.04,0.28,0.33,0,1009.53,5/18/2020 15:00
9659.96,3703,0.33,0.22,0.21,1.96,824.81,5/18/2020 15:59
9627.17,3701,0.21,0.26,0.29,2.15,949.33,5/18/2020 16:59
9613.99,3032,0.38,0.22,0.26,1.81,672.74,5/18/2020 17:59
9654.84,3081,0.64,0.23,0.26,1.79,702.46,5/18/2020 19:00
9697.58,2785,-0.15,0.23,0.25,1.63,632.44,5/18/2020 19:59
9682.28,2762,0.15,0.25,0.31,1.72,679.69,5/18/2020 20:59
9685.01,2475,0.17,0.22,0.26,1.14,554.18,5/18/2020 21:59
9716.28,2478,-0.01,0.28,0.31,1.4,701.53,5/18/2020 22:59
9726.31,2242,0.12,0.22,0.18,1.22,496.14,5/18/2020 23:59
9636.46,2077,0.42,0.22,0.24,1.34,465.2,5/19/2020 0:59
9648.63,2004,-0.14,0.22,0.23,1.07,432.55,5/19/2020 1:59
9601.78,1934,0.49,0.23,0.26,1.16,438.37,5/19/2020 2:59
9529.05,1979,0.44,0.22,0.24,1.2,430.94,5/19/2020 3:59
9520.01,2046,-0.1,0.25,0.27,1.16,511.11,5/19/2020 4:59
9594.81,2435,0.41,0.26,0.29,1.32,622.84,5/19/2020 5:59
9577.62,2216,-0.28,0.26,0.27,1.75,585.48,5/19/2020 6:59
9560.15,2408,0.16,0.27,0.31,1.33,645.41,5/19/2020 7:59
9805.68,2768,0.46,0.27,0.33,1.67,750.67,5/19/2020 8:59
9783.33,3106,0.17,0.22,0.23,1.97,698.43,5/19/2020 9:59
9785,2868,0.32,0.26,0.3,1.61,759.94,5/19/2020 10:59
9729.37,2942,-0.12,0.23,0.24,1.74,686.78,5/19/2020 11:59
9617.81,2793,0.67,0.22,0.23,1.65,608.47,5/19/2020 12:59
9665.8,2991,0.59,0.22,0.23,1.73,655.62,5/19/2020 13:59
9699.01,3458,0.25,0.24,0.26,2.04,825.22,5/19/2020 14:59
9685.9,3076,0.5,0.23,0.25,1.93,718.31,5/19/2020 15:59
9695,3725,0.81,0.24,0.24,2.2,912.03,5/19/2020 16:59
9662.14,2290,0.42,0.23,0.24,1.28,530.08,5/19/2020 17:59
9702.4,2629,-0.45,0.22,0.24,1.36,590.08,5/19/2020 18:59
9638.47,2620,0.52,0.27,0.31,1.62,701.73,5/19/2020 19:59
9692.72,2531,0.28,0.28,0.29,1.54,710.31,5/19/2020 20:59
9688.6,2230,0.37,0.21,0.23,1.33,465.29,5/19/2020 21:59
9751.96,2026,0.61,0.23,0.28,1.06,467.12,5/19/2020 22:59
9785.96,1847,0.23,0.22,0.25,1.07,405.32,5/19/2020 23:59
9746.73,2014,0.15,0.24,0.25,1.11,484.41,5/20/2020 1:00
9742.77,1984,0.18,0.24,0.24,1.08,483.94,5/20/2020 1:59
9729.02,1889,0.51,0.23,0.21,1.03,441.16,5/20/2020 2:59
9720.22,1752,0.63,0.25,0.26,0.89,433.88,5/20/2020 3:59
9731,1968,-0.15,0.26,0.25,1.21,518.01,5/20/2020 4:59
9745.19,2191,0.05,0.26,0.28,1.18,577.26,5/20/2020 5:59
9715.92,2357,-0.22,0.24,0.3,1.6,574.57,5/20/2020 6:59
9759.01,2639,-0.19,0.23,0.25,1.7,610.7,5/20/2020 7:59
9776.27,2274,-0.18,0.24,0.25,1.24,550.26,5/20/2020 8:59
9780.6,2394,0.31,0.24,0.26,1.29,579.35,5/20/2020 9:58
9773.65,2606,0.3,0.26,0.29,1.51,680.49,5/20/2020 10:59
9720,2417,0.5,0.23,0.25,1.44,563.08,5/20/2020 11:59
9762.48,2893,0.16,0.26,0.3,1.77,755.19,5/20/2020 12:59
9782,3132,0.12,0.23,0.23,1.9,708.13,5/20/2020 13:59
9766.57,3210,0.25,0.2,0.17,3.09,652.92,5/20/2020 14:59
9401.71,4476,0.68,0.18,0.18,0,786.29,5/20/2020 15:59
9487.92,4069,0.22,0.21,0.2,2.42,848.49,5/20/2020 16:59
9535.37,3652,0.38,0.26,0.25,2.28,944.09,5/20/2020 17:59
9532.86,3668,0.32,0.25,0.26,2.04,902.77,5/20/2020 18:59
9533.45,2953,0.36,0.22,0.24,1.98,649.55,5/20/2020 19:59
9589.66,2843,-0.33,0.24,0.23,1.58,682.93,5/20/2020 20:59
9550,2601,0.51,0.19,0.21,1.43,499.54,5/20/2020 21:59
9518.95,2149,0.3,0.22,0.21,1.28,468.06,5/20/2020 22:59
9510.47,1935,-0.01,0.18,0.18,1.12,343.55,5/20/2020 23:59
9553,2088,0.49,0.2,0.2,1.2,410.96,5/21/2020 0:59
9512.03,1813,0.82,0.22,0.21,1,399.87,5/21/2020 1:59
9450,1776,0.21,0.23,0.21,1.17,411.67,5/21/2020 2:59
9466.85,1870,0.78,0.25,0.27,1.01,470.04,5/21/2020 3:59
9472.11,1763,0.46,0.25,0.25,1,434.09,5/21/2020 4:59
9490,1851,0.69,0.24,0.22,1.11,439.47,5/21/2020 5:59
9482.92,2445,0.39,0.25,0.3,1.41,617.16,5/21/2020 6:59
9442.14,2630,-0.24,0.26,0.3,2.23,685.23,5/21/2020 7:59
9366.99,2425,-0.3,0.25,0.26,1.47,610.88,5/21/2020 8:59
9304.02,2517,0.11,0.28,0.33,1.74,694.17,5/21/2020 9:59
9359.9,2620,0.65,0.26,0.26,1.54,671.08,5/21/2020 10:59
9372.51,2665,0.05,0.23,0.25,1.55,619.52,5/21/2020 11:59
9347.33,3062,0.14,0.24,0.25,1.92,729.56,5/21/2020 12:59
9278.37,2612,0.07,0.25,0.24,1.6,639.98,5/21/2020 13:59
9068.98,2995,0.31,0.19,0.2,2.25,559.02,5/21/2020 14:59
9071.34,2747,0.32,0.25,0.29,2.03,686.31,5/21/2020 15:59
9069.16,2934,0.25,0.27,0.3,1.55,801.39,5/21/2020 16:59
8991.14,2505,0.57,0.23,0.26,1.35,584.04,5/21/2020 17:59
8816.77,3008,0.45,0.2,0.21,1.9,603.71,5/21/2020 18:59
9066.94,2821,0.24,0.3,0.31,1.5,838.91,5/21/2020 19:59
9060.44,2411,0.12,0.26,0.3,1.69,616.12,5/21/2020 20:59
9103.44,2362,-0.15,0.27,0.29,1.41,635.79,5/21/2020 21:59
9114.88,2059,-0.15,0.26,0.26,0,528.46,5/21/2020 22:59
9057.05,2116,-0.08,0.24,0.26,1.32,497.64,5/21/2020 23:59
9020.65,1800,0.4,0.26,0.3,0.95,473.2,5/22/2020 0:59
9080.36,1696,0.38,0.25,0.3,1.09,425.25,5/22/2020 1:59
9039.38,1750,-0.29,0.26,0.28,0.99,460.65,5/22/2020 2:59
8977.4,1892,0.03,0.26,0.25,1.06,495.74,5/22/2020 3:59
8982.48,1803,-0.04,0.24,0.22,0.99,431.96,5/22/2020 4:59
9032.55,1836,0.68,0.28,0.29,1.06,505.14,5/22/2020 5:59
9080.19,2658,0.15,0.26,0.28,1.48,687.58,5/22/2020 6:59
9071.44,3372,0.39,0.3,0.37,1.95,1018.08,5/22/2020 7:59
9079,2685,-0.05,0.3,0.34,1.45,792.97,5/22/2020 8:59
9098.94,2937,0.68,0.32,0.32,1.8,942.24,5/22/2020 9:59
9161.56,3415,0.51,0.29,0.29,1.97,1006.91,5/22/2020 10:59
9165.6,3575,0.04,0.31,0.32,2.17,1111.04,5/22/2020 11:59
9172.01,3746,0.45,0.29,0.29,2.23,1084.41,5/22/2020 12:59
9106.97,3926,0.39,0.31,0.34,2.32,1220.16,5/22/2020 13:59
9134.55,4099,0.35,0.23,0.25,2.63,962.77,5/22/2020 14:59
9211.6,4842,0.11,0.17,0.16,3.08,834.1,5/22/2020 15:59
9245.99,4112,0.21,0.22,0.22,2.59,923.67,5/22/2020 16:59
9198.86,3614,0.36,0.3,0.31,2.16,1094.23,5/22/2020 17:59
9191.02,3319,-0.34,0.29,0.3,1.85,950.9,5/22/2020 18:59
9173.33,2696,0.37,0.31,0.34,1.83,828.6,5/22/2020 19:59
9185.06,2652,0.41,0.3,0.3,1.62,789.02,5/22/2020 20:59
9205.17,2843,0.61,0.28,0.28,1.58,799.46,5/22/2020 21:59
9197.71,2048,0.61,0.28,0.29,1.02,580.98,5/22/2020 22:59
9168.84,2109,0.69,0.26,0.27,1.21,541.95,5/22/2020 23:59
9247.82,1969,0.63,0.26,0.26,1.1,503.43,5/23/2020 0:59
9236.75,1961,0.36,0.28,0.29,1.02,543.49,5/23/2020 1:59
9280.01,1622,0.35,0.29,0.31,0.92,468.28,5/23/2020 2:59
9292,1502,0.5,0.27,0.29,0,405.11,5/23/2020 3:59
9262.95,1546,0.25,0.28,0.3,0.75,434.08,5/23/2020 4:59
9268.6,1755,0.46,0.25,0.29,1.12,436.83,5/23/2020 6:00
9243.66,1688,0.27,0.25,0.26,1.08,428.52,5/23/2020 6:59
9261,1977,0.61,0.26,0.27,0,512.31,5/23/2020 7:59
9193.74,2064,0.69,0.32,0.36,1.11,667.48,5/23/2020 8:59
9140,2100,-0.1,0.31,0.34,1.31,648,5/23/2020 9:59
9140.01,1723,0.47,0.29,0.32,1.1,493.56,5/23/2020 10:59
9183,2094,-0.19,0.3,0.34,1.28,620.92,5/23/2020 12:00
9134.79,2188,0.92,0.28,0.29,1.35,617.98,5/23/2020 12:59
9159.12,2286,0.56,0.26,0.27,1.38,589.25,5/23/2020 13:58
9201.48,2150,0.47,0.29,0.33,1.36,624.26,5/23/2020 14:59
9198.73,2612,0.33,0.26,0.29,1.64,690.59,5/23/2020 15:59
9181.21,2326,-0.06,0.28,0.29,1.37,646.62,5/23/2020 16:59
9181.1,1926,0.39,0.29,0.28,1.04,552.22,5/23/2020 17:59
9163.85,1916,0.23,0.27,0.28,1.03,510.94,5/23/2020 18:59
